"EFF_DATE","ARRIVAL_NAME","AMENDMENT_NO","ARTCC","STAR_AMEND_EFF_DATE","RNAV_FLAG","STAR_COMPUTER_CODE","SERVED_ARPT"
"2026/01/22","GUERA","TWO","ZLA","2018/07/19","Y","GUERA.GUERA2","CMA NTD OXR"
"2026/01/22","GULLI","THREE","ZFW","2022/05/19","N","GULLI.GULLI3","1K4 CHK GOK HSD OKC OUN PWA RCE RQO SNL TIK"
"2026/01/22","HANBL","THREE","ZOB","2019/12/05","Y","HANBL.HANBL3","DTW"
"2026/01/22","LECTR","THREE","ZOB","2019/10/10","Y","HANBL.LECTR3","DTW"
"2026/01/22","BOJID","FOUR","ZNY","2023/10/05","Y","HAR.BOJID4","PHL"
"2026/01/22","BUNTS","THREE","ZNY","2023/10/05","N","HAR.BUNTS3","ILG MQS PHL PNE TTN"
"2026/01/22","HARRISBURG","FIVE","ZNY","2018/07/19","N","HAR.HAR5","WRI"
"2026/01/22","EELZA","FOUR","ZOA","2024/01/25","Y","HARTT.EELZA4","RNO"
"2026/01/22","HAWKZ","EIGHT","ZSE","2024/09/05","Y","HAWKZ.HAWKZ8","SEA"
"2026/01/22","HAYLL","THREE","ZOB","2019/10/10","Y","HAYLL.HAYLL3","DTW"
"2026/01/22","VCTRZ","TWO","ZOB","2019/10/10","Y","HAYLL.VCTRZ2","DTW"
"2026/01/22","HEDEE","ONE","ZID","2025/08/07","Y","HEDEE.HEDEE1","HAO I69 LUK"
"2026/01/22","HELNS","SIX","ZSE","2018/03/29","N","HELNS.HELNS6","HIO PDX TTD UAO"
"2026/01/22","HENBY","ONE","ZTL","2025/10/02","Y","HENBY.HENBY1","GSO INT"
"2026/01/22","OZZZY","FIVE","ZDV","2021/12/02","Y","HGO.OZZZY5","COS"
"2026/01/22","HHOOD","FIVE","ZSE","2024/10/31","Y","HHOOD.HHOOD5","PDX"
"2026/01/22","HILIE","THREE","ZSE","2023/06/15","N","HILIE.HILIE3","GEG SFF SKA"
"2026/01/22","TIMMO","ONE","ZMP","2022/01/27","Y","HILRS.TIMMO1","OFF OMA"
"2026/01/22","BUKHD","THREE","ZTL","2020/07/16","Y","HLNDS.BUKHD3","6A2 CCO CVC D73 FFC FTY HMP LZU MGE PDK PUJ RYY VPC"
"2026/01/22","BRUEN","TWO","ZLA","2017/10/12","Y","HLYWD.BRUEN2","LAX"
"2026/01/22","HLYWD","ONE","ZLA","2017/03/02","Y","HLYWD.HLYWD1","LAX"
"2026/01/22","HOBRK","FOUR","ZME","2024/10/31","Y","HOBRK.HOBRK4","MEM"
"2026/01/22","HOBTT","THREE","ZTL","2025/11/27","Y","HOBTT.HOBTT3","ATL"
"2026/01/22","HOTAR","ONE","ZJX","2013/10/17","Y","HOTAR.HOTAR1","CRG JAX NIP NRB SGJ VQQ"
"2026/01/22","HOWRY","THREE","ZMP","2023/04/20","N","HOWRY.HOWRY3","OFF OMA"
"2026/01/22","HSKNS","ONE","ZAB","2014/04/03","Y","HSKNS.HSKNS1","ELP"
"2026/01/22","HUBRD","ONE","ZLA","2000/10/05","N","HUBRD.HUBRD1","SAN"
"2026/01/22","HUDZY","FIVE","ZHU","2025/06/12","N","HUDZY.HUDZY5","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/01/22","HUULL","TWO","ZLA","2018/05/24","Y","HUULL.HUULL2","LAX"
"2026/01/22","HUUTY","ONE","ZAB","2012/05/31","Y","HUUTY.HUUTY1","CHD FFZ IWA"
"2026/01/22","HUUVR","ONE","ZOB","2018/05/24","Y","HUUVR.HUUVR1","1G3 AKR CAK"
"2026/01/22","HYDRR","ONE","ZAB","2014/09/18","Y","HYDRR.HYDRR1","PHX"
"2026/01/22","HYTHR","THREE","ZME","2023/11/30","Y","HYTHR.HYTHR3","MEM"
"2026/01/22","IRNMN","TWO","ZLA","2018/05/24","Y","IRNMN.IRNMN2","HHR LAX"
"2026/01/22","IRONS","SEVEN","ZDC","2016/09/15","N","IRONS.IRONS7","DCA"
"2026/01/22","IVINS","TWO","ZLA","2025/02/20","Y","IVINS.IVINS2","VNY"
"2026/01/22","JAFAR","THREE","ZJX","2022/05/19","Y","JAFAR.JAFAR3","ISM MCO ORL"
"2026/01/22","JAIKE","FOUR","ZNY","2023/04/20","Y","JAIKE.JAIKE4","47N CDW LDJ MMU SMQ TEB"
"2026/01/22","JAKIE","SEVEN","ZID","2026/01/22","Y","JAKIE.JAKIE7","CVG HAO I69 LUK"
"2026/01/22","JAKKS","TWO","ZID","2016/11/10","Y","JAKKS.JAKKS2","IND"
"2026/01/22","JAKTZ","TWO","ZID","2023/02/23","Y","JAKTZ.JAKTZ2","CMH LCK OSU"
"2026/01/22","LIINN","THREE","ZTL","2018/11/08","N","JALIT.LIINN3","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2026/01/22","JAMMN","FIVE","ZLC","2017/08/17","N","JAMMN.JAMMN5","SLC"
"2026/01/22","JANNY","FIVE","ZLA","2018/07/19","Y","JANNY.JANNY5","BUR VNY"
"2026/01/22","JAWBN","SEVEN","ZSE","2024/12/26","N","JAWBN.JAWBN7","BFI SEA TCM"
"2026/01/22","JAYSN","THREE","ZLA","2024/10/31","Y","JAYSN.JAYSN3","LAS"
"2026/01/22","JCKIE","TWO","ZLA","2019/12/05","Y","JCKIE.JCKIE2","ONT"
"2026/01/22","JESSE","THREE","ZAB","2021/12/02","N","JESSE.JESSE3","PHX"
"2026/01/22","JESTR","ONE","ZMA","2022/05/19","Y","JESTR.JESTR1","BCT F45 FXE LNA PBI PMP"
"2026/01/22","JFUND","TWO","ZBW","2017/10/12","Y","JFUND.JFUND2","BOS"
"2026/01/22","JHAUN","ONE","ZKC","2012/11/15","Y","JHAUN.JHAUN1","SUS"
"2026/01/22","JHAWK","EIGHT","ZKC","2024/05/16","N","JHAWK.JHAWK8","FLV GPH IXD LXT MCI MKC OJC STJ"
"2026/01/22","JIIMS","FOUR","ZNY","2023/04/20","Y","JIIMS.JIIMS4","ILG MQS PHL PNE TTN"
"2026/01/22","MBELL","FIVE","ZID","2024/07/11","Y","JIINN.MBELL5","JVY LOU SDF"
"2026/01/22","JINXX","ONE","ZAN","2018/11/08","Y","JINXX.JINXX1","EDF"
"2026/01/22","JJEDI","FOUR","ZTL","2025/11/27","Y","JJEDI.JJEDI4","ATL"
"2026/01/22","FILPZ","FOUR","ZTL","2024/05/16","Y","JJENY.FILPZ4","CLT"
"2026/01/22","OCEAN","THREE","ZLA","2017/03/02","N","JLI.OCEAN3","LAX"
"2026/01/22","JMONY","TWO","ZID","2025/02/20","Y","JMONY.JMONY2","JVY LOU SDF"
"2026/01/22","WIGOL","THREE","ZDC","2024/03/21","Y","JOANZ.WIGOL3","IAD"
"2026/01/22","JOKRS","THREE","ZJX","2022/05/19","Y","JOKRS.JOKRS3","ISM LEE MCO MLB ORL SFB"
"2026/01/22","JONZE","FIVE","ZTL","2024/05/16","Y","JONZE.JONZE5","CLT"
"2026/01/22","JOOLS","ONE","ZTL","2023/06/15","Y","JOOLS.JOOLS1","AFP AKH CLT DCM EHO EQY IPJ JQF LKR N52 RUQ UZA VUJ"
"2026/01/22","JORDN","TWO","ZBW","2006/06/08","Y","JORDN.JORDN2","PVD"
"2026/01/22","JOSHE","THREE","ZSU","2010/11/11","Y","JOSHE.JOSHE3","SJU"
"2026/01/22","JSONN","FOUR","ZKC","2023/08/10","Y","JSONN.JSONN4","MCI"
"2026/01/22","JULLE","FIVE","ZHN","2014/02/06","N","JULLE.JULLE5","HNL"
"2026/01/22","JUNNR","FOUR","ZTL","2024/10/31","Y","JUNNR.JUNNR4","GMU GSP GYH SPA"
"2026/01/22","JANESVILLE","ONE","ZAU","2021/10/07","N","JVL.JVL1","ORD"
"2026/01/22","KABEE","THREE","ZTL","2019/01/03","Y","KABEE.KABEE3","JQF RUQ SVH VUJ"
"2026/01/22","KAENA","FOUR","ZHN","2025/11/27","Y","KAENA.KAENA4","HNL"
"2026/01/22","KASPR","SEVEN","ZMP","2018/09/13","N","KASPR.KASPR7","MSP"
"2026/01/22","KAYAK","SIX","ZHN","2017/12/07","N","KAYAK.KAYAK6","KOA"
"2026/01/22","KAYLA","THREE","ZKC","2017/10/12","Y","KAYLA.KAYLA3","STL"
"2026/01/22","KAYOH","EIGHT","ZLA","2022/03/24","N","KAYOH.KAYOH8","FUL LGB SLI SNA TOA"
"2026/01/22","KIDDZ","FIVE","ZHU","2024/10/31","Y","KIDDZ.KIDDZ5","EFD GLS HOU LBX"
"2026/01/22","KIMMO","THREE","ZLA","2014/07/24","N","KIMMO.KIMMO3","LAX SMO"
"2026/01/22","KKILR","THREE","ZMP","2017/01/05","Y","KKILR.KKILR3","MSP"
"2026/01/22","KLANI","FOUR","ZHN","2025/02/20","Y","KLANI.KLANI4","HNL"
"2026/01/22","KLUBS","ONE","ZOA","2024/01/25","Y","KLUBS.KLUBS1","RNO"
"2026/01/22","BACHR","FOUR","ZFW","2016/05/26","Y","KNEAD.BACHR4","DAL"
"2026/01/22","DRYYE","TWO","ZFW","2017/06/22","Y","KNEAD.DRYYE2","DAL"
"2026/01/22","PAWLZ","THREE","ZFW","2016/03/31","Y","KNEAD.PAWLZ3","DFW"
"2026/01/22","SWVAY","FOUR","ZFW","2016/05/26","Y","KNEAD.SWVAY4","ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI"
"2026/01/22","TILLA","THREE","ZFW","2016/03/31","Y","KNEAD.TILLA3","DFW"
"2026/01/22","KOHLS","ONE","ZDC","2026/01/22","Y","KOHLS.KOHLS1","AKQ CPK FAF JGG LFI NGU NTU ORF PHF PVG SFQ"
"2026/01/22","KOLTS","TWO","ZID","2016/11/10","Y","KOLTS.KOLTS2","IND"
"2026/01/22","NTNDO","ONE","ZLA","2021/02/25","Y","KONNG.NTNDO1","HND VGT"
"2026/01/22","KOOOP","ONE","ZKC","2017/10/12","N","KOOOP.KOOOP1","STL"
"2026/01/22","KOURT","FOUR","ZLC","2022/07/14","Y","KOURT.KOURT4","BOI"
"2026/01/22","KRAKN","ONE","ZMA","2024/10/31","Y","KRAKN.KRAKN1","EYW NQX"
"2026/01/22","KRATR","TWO","ZSE","2015/06/25","Y","KRATR.KRATR2","PDX"
"2026/01/22","KROTO","FIVE","ZAN","2024/10/31","Y","KROTO.KROTO5","ANC"
"2026/01/22","KYAAN","FOUR","ZLC","2022/07/14","Y","KYAAN.KYAAN4","BOI"
"2026/01/22","KYAKS","THREE","ZMA","2022/11/03","Y","KYAKS.KYAKS3","FLL FXE HWO OPF PMP"
"2026/01/22","DEVYN","TWO","ZSE","2017/12/07","Y","KYCKR.DEVYN2","PAE"
"2026/01/22","LAIKS","FOUR","ZHU","2024/09/05","Y","LAIKS.LAIKS4","AUS"
"2026/01/22","LANDR","THREE","ZDV","2023/04/20","N","LANDR.LANDR3","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","LANTK","TWO","ZMP","2022/09/08","N","LANTK.LANTK2","OFF OMA"
"2026/01/22","LARKS","THREE","ZDV","2023/11/30","N","LARKS.LARKS3","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","LAVAN","THREE","ZAB","2003/09/03","N","LAVAN.LAVAN3","ABQ AEG"
"2026/01/22","LAVAS","ONE","ZHN","2019/06/20","Y","LAVAS.LAVAS1","OGG"
"2026/01/22","LAWGR","FOUR","ZDV","2025/06/12","Y","LAWGR.LAWGR4","DEN"
"2026/01/22","LEESE","THREE","ZJX","2021/04/22","N","LEESE.LEESE3","ISM MCO ORL"
"2026/01/22","LEGOZ","FOUR","ZLA","2025/11/27","Y","LEGOZ.LEGOZ4","CRQ NFG"
"2026/01/22","LEMIG","TWO","ZHU","2025/10/02","N","LEMIG.LEMIG2","RND SAT SKF SSF"
"2026/01/22","LENNI","FOUR","ZAB","2022/07/14","N","LENNI.LENNI4","LUF"
"2026/01/22","BRIGHAM CITY","FIVE","ZLC","2023/06/15","N","LHO.LHO5","SLC"
"2026/01/22","LINKK","ONE","ZHU","2015/04/30","Y","LINKK.LINKK1","IAH"
"2026/01/22","NNCEE","TWO","ZHU","2023/11/30","Y","LINKK.NNCEE2","IAH"
"2026/01/22","HYPER","NINE","ZDC","2024/03/21","Y","LIRCH.HYPER9","CJR EZF FRR HEF HWY IAD JYO MRB NYG OKV RMN"
"2026/01/22","LNDHY","ONE","ZHN","2019/06/20","Y","LNDHY.LNDHY1","OGG"
"2026/01/22","LONGZ","FOUR","ZDV","2025/06/12","Y","LONGZ.LONGZ4","DEN"
"2026/01/22","LORLE","THREE","ZKC","2017/12/07","Y","LORLE.LORLE3","STL"
"2026/01/22","LOSST","ONE","ZLC","2024/07/11","Y","LOSST.LOSST1","BZN"
"2026/01/22","LOWBO","THREE","ZAB","2015/01/08","Y","LOWBO.LOWBO3","ABQ"
"2026/01/22","BDEGA","FOUR","ZOA","2024/07/11","Y","LOZIT.BDEGA4","SFO"
"2026/01/22","STLER","FOUR","ZOA","2024/07/11","Y","LOZIT.STLER4","SFO"
"2026/01/22","LUBBR","THREE","ZMA","2022/05/19","Y","LUBBR.LUBBR3","FA54 LAL PGD SRQ VNC"
"2026/01/22","LUCIT","THREE","ZAU","2024/10/31","Y","LUCIT.LUCIT3","05C 3HO GYY IGQ"
"2026/01/22","LUCKI","ONE","ZLA","2016/11/10","Y","LUCKI.LUCKI1","SAN"
"2026/01/22","LUNNI","TWO","ZJX","2025/04/17","Y","LUNNI.LUNNI2","JAX"
"2026/01/22","WILKES-BARRE","FIVE","ZNY","2024/07/11","N","LVZ.LVZ5","39N CDW LDJ MMU N51 SMQ TEB"
"2026/01/22","SLATT","SIX","ZNY","2023/08/10","N","LVZ.SLATT6","PHL"
"2026/01/22","SPUDS","SEVEN","ZNY","2023/11/30","Y","LVZ.SPUDS7","PHL"
"2026/01/22","LYNXX","EIGHT","ZLA","2006/08/03","N","LYNXX.LYNXX8","BUR VNY"
"2026/01/22","LZZRD","FOUR","ZAB","2021/12/02","Y","LZZRD.LZZRD4","ABQ"
"2026/01/22","MAATY","FIVE","ZMA","2024/10/31","Y","MAATY.MAATY5","LAL MCF TPA VDF"
"2026/01/22","DEER PARK","THREE","ZBW","2012/11/15","N","MAD.DPK3","BAF BDL CEF"
"2026/01/22","MADEE","SIX","ZVR","2025/11/27","Y","MADEE.MADEE6","BLI CYXX CZBB"
"2026/01/22","MADII","SEVEN","ZAU","2023/04/20","Y","MADII.MADII7","ORD"
"2026/01/22","MAGGI","THREE","ZHN","1999/09/09","N","MAGGI.MAGGI3","HNL"
"2026/01/22","MAHHI","THREE","ZMA","2022/05/19","Y","MAHHI.MAHHI3","BCT PBI"
"2026/01/22","BRUSR","ONE","ZAB","2014/09/18","Y","MAIER.BRUSR1","PHX"
"2026/01/22","MAJIC","FOUR","ZTL","2020/03/26","N","MAJIC.MAJIC4","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2026/01/22","MAKAH","ONE","ZHN","2020/01/30","Y","MAKAH.MAKAH1","HNL"
"2026/01/22","MARCS","TWO","ZHU","2025/08/07","N","MARCS.MARCS2","RND SAT SKF SSF"
"2026/01/22","QERVO","THREE","ZHU","2025/11/27","Y","MARCS.QERVO3","5C1 BAZ CVB PEZ RND SAT SKF SSF"
"2026/01/22","MARNR","EIGHT","ZSE","2024/12/26","Y","MARNR.MARNR8","SEA"
"2026/01/22","MARQO","THREE","ZJX","2025/04/17","Y","MARQO.MARQO3","CRG FHB JAX NRB"
"2026/01/22","MARWI","FOUR","ZMP","2022/12/29","N","MARWI.MARWI4","OFF OMA"
"2026/01/22","MAZIE","THREE","ZNY","2020/11/05","Y","MAZIE.MAZIE3","47N CDW LDJ MMU N07 SMQ TEB"
"2026/01/22","ALDAN","FOUR","ZDC","2024/01/25","Y","MCDON.ALDAN4","RDU"
"2026/01/22","MCHLN","TWO","ZTL","2019/04/25","Y","MCHLN.MCHLN2","GMU GSP GYH SPA"
"2026/01/22","MDNYT","TWO","ZLA","2017/10/12","Y","MDNYT.MDNYT2","LAX"
"2026/01/22","DUBLN","ONE","ZID","2021/08/12","Y","MELZZ.DUBLN1","CMH LCK OSU TZR"
"2026/01/22","MIERA","TWO","ZAB","2003/09/04","N","MIERA.MIERA2","ABQ AEG"
"2026/01/22","MIIDY","THREE","ZDC","2024/09/05","Y","MIIDY.MIIDY3","BWI MTN"
"2026/01/22","MINEE","SIX","ZJX","2025/02/20","N","MINEE.MINEE6","COI ISM LEE MCO ORL SFB TIX"
"2026/01/22","MILTON","FOUR","ZNY","2011/10/20","N","MIP.MIP4","LGA"
"2026/01/22","MELBOURNE","TWO","ZMA","2021/12/02","N","MLB.MLB2","06FA BCT LNA PBI"
"2026/01/22","MMARY","ONE","ZDV","2025/04/17","Y","MMARY.MMARY1","ASE RIL"
"2026/01/22","MNNDO","FOUR","ZFW","2016/05/26","Y","MNNDO.MNNDO4","DAL"
"2026/01/22","MNSTR","ONE","ZHU","2023/02/23","Y","MNSTR.MNSTR1","MSY NBG NEW"
"2026/01/22","MODESTO","NINE","ZOA","2019/08/15","N","MOD.MOD9","SFO"
"2026/01/22","MOLLY","FIVE","ZAB","2020/11/05","Y","MOLLY.MOLLY5","ELP"
"2026/01/22","MONAA","FOUR","ZME","2023/11/30","Y","MONAA.MONAA4","MEM"
"2026/01/22","MOTZA","ONE","ZFW","2021/06/17","N","MOTZA.MOTZA1","50F AFW CPT FTW FWS GKY GPM LUD NFW WEA"
"2026/01/22","WESAT","THREE","ZFW","2025/10/30","Y","MOTZA.WESAT3","50F AFW CPT FTW FWS GKY GPM JWY LNC LUD NFW RBD WEA"
"2026/01/22","DRLLR","FIVE","ZHU","2016/05/26","Y","MPORT.DRLLR5","IAH"
"2026/01/22","GUSHR","THREE","ZHU","2015/01/08","Y","MPORT.GUSHR3","IAH"
"2026/01/22","WESTMINSTER","SEVEN","ZDC","2019/12/05","N","MRB.EMI7","BWI MTN"
"2026/01/22","JUDDG","TWO","ZFW","2016/11/10","Y","MURAH.JUDDG2","OUN PWA TIK"
"2026/01/22","MURAH","THREE","ZFW","2017/12/07","Y","MURAH.MURAH3","OKC"
"2026/01/22","MUSCL","THREE","ZMP","2017/01/05","Y","MUSCL.MUSCL3","MSP"
"2026/01/22","RYANN","TWO","ZOA","2022/11/03","N","MVA.RYANN2","RNO"
"2026/01/22","WADOL","FOUR","ZOA","2024/01/25","Y","MYBAD.WADOL4","RNO"
"2026/01/22","NELIE","FOUR","ZNY","2025/08/07","Y","NELIE.NELIE4","FOK ISP"
"2026/01/22","DEMME","FIVE","ZOB","2023/06/15","Y","NESTO.DEMME5","PIT"
"2026/01/22","NIIXX","FOUR","ZDV","2025/06/12","Y","NIIXX.NIIXX4","DEN"
"2026/01/22","NITZR","THREE","ZMP","2017/01/05","Y","NITZR.NITZR3","MSP"
"2026/01/22","NUTIY","ONE","ZDC","2025/10/02","Y","NUTIY.NUTIY1","ORF"
"2026/01/22","VNYRD","ONE","ZOA","2024/07/11","Y","OAK.VNYRD1","APC DVO HES O69 STS"
"2026/01/22","OAKES","THREE","ZOA","2025/06/12","Y","OAKES.OAKES3","HWD OAK"
"2026/01/22","OCITY","THREE","ZSE","2020/01/30","N","OCITY.OCITY3","HIO PDX TTD"
"2026/01/22","OHDEA","TWO","ZJX","2025/04/17","Y","OHDEA.OHDEA2","JAX"
"2026/01/22","OHIIO","FOUR","ZHU","2017/06/22","N","OHIIO.OHIIO4","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/01/22","OLAHS","THREE","ZMA","2022/11/03","Y","OLAHS.OLAHS3","FLL FXE OPF PMP"
"2026/01/22","OLEDD","FOUR","ZHU","2016/11/10","N","OLEDD.OLEDD4","MSY NEW"
"2026/01/22","OLYMPIA","TWO","ZSE","2016/11/10","N","OLM.OLM2","BFI PAE RNT SEA"
"2026/01/22","ONDRE","ONE","ZTL","2017/10/12","Y","ONDRE.ONDRE1","ATL"
"2026/01/22","OPACA","FOUR","ZHN","1994/01/06","N","OPACA.OPACA4","HNL"
"2026/01/22","POGIE","TWO","ZJX","2020/01/30","N","ORL.POGIE2","CRG JAX NIP NRB VQQ"
"2026/01/22","ORRCA","ONE","ZOA","2022/11/03","Y","ORRCA.ORRCA1","RNO"
"2026/01/22","WOONS","TWO","ZBW","2016/07/21","N","ORW.WOONS2","1B9 BOS GHG OWD"
"2026/01/22","OSVEE","TWO","ZOA","2022/05/19","Y","OSVEE.OSVEE2","SUU"
"2026/01/22","OUTLA","ONE","ZDC","2026/01/22","Y","OUTLA.OUTLA1","CPK LFI NGU NTU ORF PHF PVG SFQ"
"2026/01/22","OZZZI","TWO","ZTL","2025/10/30","Y","OZZZI.OZZZI2","ATL"
"2026/01/22","PALMZ","TWO","ZMA","2021/12/02","Y","PALMZ.PALMZ2","07FA HST MIA OPF TMB X51"
"2026/01/22","PANGG","SEVEN","ZAU","2025/10/02","Y","PANGG.PANGG7","05C 3HO GYY IGQ MDW"
"2026/01/22","PARCH","FOUR","ZNY","2025/04/17","Y","PARCH.PARCH4","FRG JFK"
"2026/01/22","LYCHI","ONE","ZHN","2021/02/25","Y","PARIS.LYCHI1","ITO"
"2026/01/22","PASLY","FIVE","ZME","2025/10/02","Y","PASLY.PASLY5","BNA"
"2026/01/22","DENNA","ONE","ZNY","2025/11/27","Y","PAWLN.DENNA1","BDR HVN OXC"
"2026/01/22","LOVES","ONE","ZNY","2025/10/02","Y","PAWLN.LOVES1","ISP"
"2026/01/22","PAWLN","ONE","ZNY","2025/10/02","Y","PAWLN.PAWLN1","FRG JFK"
"2026/01/22","OHSEA","THREE","ZLA","2024/12/26","Y","PCIFC.OHSEA3","SNA"
"2026/01/22","PCIFC","THREE","ZLA","2024/12/26","Y","PCIFC.PCIFC3","LGB"
"2026/01/22","PEBLL","TWO","ZOA","2022/05/19","Y","PEBLL.PEBLL2","SUU"
"2026/01/22","ISHEE","TWO","ZLA","2022/01/27","N","PEHTY.ISHEE2","LAS"
"2026/01/22","RKSTR","FOUR","ZLA","2024/10/31","Y","PEHTY.RKSTR4","LAS"
"2026/01/22","SADYL","FOUR","ZLC","2020/09/10","Y","PELYT.SADYL4","BOI"
"2026/01/22","PENNS","TWO","ZNY","2004/08/05","N","PENNS.PENNS2","EWR"
"2026/01/22","PETTE","TWO","ZOB","2019/10/10","Y","PETTE.PETTE2","ARB CYQG DET MTC ONZ OZW PTK TTF VLL YIP"
"2026/01/22","PIKKR","SEVEN","ZMA","2021/12/02","Y","PIKKR.PIKKR7","APF FA54 MKY PGD"
"2026/01/22","PINNG","ONE","ZAB","2014/09/18","Y","PINNG.PINNG1","PHX"
"2026/01/22","PINNR","THREE","ZDV","2020/12/31","Y","PINNR.PINNR3","APA BJC CFO FNL GXY LMO"
"2026/01/22","PIRAT","THREE","ZOA","2024/07/11","Y","PIRAT.PIRAT3","OAK SFO"
"2026/01/22","PITBL","TWO","ZLA","2025/08/07","Y","PITBL.PITBL2","SBA"
"2026/01/22","PITTT","ONE","ZLC","2025/02/20","Y","PITTT.PITTT1","SLC"
"2026/01/22","PLYYA","TWO","ZLA","2024/10/31","Y","PLYYA.PLYYA2","SAN"
"2026/01/22","MARCH","FOUR","ZLA","1993/11/11","N","PMD.MARCH4","RIV"
"2026/01/22","NASCR","ONE","ZTL","2025/02/20","Y","PONTI.NASCR1","JQF RUQ VUJ"
"2026/01/22","POPPO","TWO","ZHU","2025/11/27","Y","POPPO.POPPO2","5C1 BAZ CVB PEZ RND SAT SKF SSF"
"2026/01/22","POWDR","ONE","ZDV","2020/01/30","N","POWDR.POWDR1","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","POWTN","FIVE","ZDC","2020/09/10","Y","POWTN.POWTN5","RIC"
"2026/01/22","PRICY","FOUR","ZJX","2024/10/31","Y","PRICY.PRICY4","ISM LEE MCO MLB ORL SFB"
"2026/01/22","PRIVO","THREE","ZDC","2023/10/05","N","PRIVO.PRIVO3","HEF IAD JYO MRB NYG"
"2026/01/22","WAYNZ","ONE","ZDC","2024/03/21","Y","PRIVO.WAYNZ1","IAD"
"2026/01/22","LOYYD","ONE","ZDV","2025/04/17","Y","PRTTY.LOYYD1","ASE"
"2026/01/22","PRTZL","ONE","ZDC","2024/03/21","Y","PRTZL.PRTZL1","IAD"
"2026/01/22","PTERS","THREE","ZAN","2018/02/01","Y","PTERS.PTERS3","ANC"
"2026/01/22","PUCKY","ONE","ZNY","2025/10/02","Y","PUCKY.PUCKY1","FRG JFK"
"2026/01/22","PUMLE","ONE","ZLA","2021/02/25","N","PUMLE.PUMLE1","HND LAS"
"2026/01/22","PUMPP","TWO","ZMA","2025/06/12","N","PUMPP.PUMPP2","FMY RSW"
"2026/01/22","PANOCHE","SIX","ZOA","2019/08/15","N","PXN.PXN6","HWD OAK"
"2026/01/22","BRINY","TWO","ZOA","2016/09/15","N","PYE.BRINY2","SJC"
"2026/01/22","POINT REYES","THREE","ZOA","2017/06/22","N","PYE.PYE3","NUQ PAO RHV SFO SJC SQL"
"2026/01/22","STINS","FOUR","ZOA","2021/06/17","N","PYE.STINS4","SFO"
"2026/01/22","QUAIL","ONE","ZDV","2020/01/30","N","QUAIL.QUAIL1","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","QUBEN","TWO","ZJX","2025/04/17","Y","QUBEN.QUBEN2","CRG FHB HEG JAX NIP NRB VQQ"
"2026/01/22","QUOTE","ONE","ZAU","2024/01/25","Y","QUOTE.QUOTE1","RFD"
"2026/01/22","QWENN","SIX","ZLC","2025/02/20","Y","QWENN.QWENN6","SLC"
"2026/01/22","GAMES","TWO","ZLA","2022/03/24","Y","QWIST.GAMES2","HND LAS"
"2026/01/22","RACYR","SIX","ZID","2022/05/19","N","RACYR.RACYR6","EYE HFY IND MQJ TYQ UMP"
"2026/01/22","SMUKE","THREE","ZID","2024/07/11","Y","RACYR.SMUKE3","IND"
"2026/01/22","RAMMS","EIGHT","ZDV","2020/01/30","N","RAMMS.RAMMS8","APA BJC BKF CFO DEN FNL GXY"
"2026/01/22","RASLN","THREE","ZTL","2017/08/17","N","RASLN.RASLN3","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2026/01/22","RAYZZ","THREE","ZMA","2025/04/17","Y","RAYZZ.RAYZZ3","CLW LAL MCF PIE SPG SRQ TPA TPF VDF VNC"
"2026/01/22","RCTOR","THREE","ZTL","2025/04/17","Y","RCTOR.RCTOR3","GMU GSP GYH SPA"
"2026/01/22","RDBUL","ONE","ZLA","2025/06/12","Y","RDBUL.RDBUL1","PSP TRM UDD"
"2026/01/22","HRDNG","FOUR","ZAN","2023/10/05","Y","RDFLG.HRDNG4","FAI"
"2026/01/22","REDDN","FOUR","ZFW","2016/05/26","Y","REDDN.REDDN4","DAL"
"2026/01/22","RICED","FOUR","ZNY","2008/02/14","N","RICED.RICED4","DXR HPN"
"2026/01/22","RIDES","TWO","ZJX","2022/05/19","Y","RIDES.RIDES2","ISM LEE MCO ORL SFB"
"2026/01/22","FAKEY","ONE","ZFW","2014/07/24","Y","RIFFL.FAKEY1","OUN PWA TIK"
"2026/01/22","RIFFL","THREE","ZFW","2017/12/07","Y","RIFFL.RIFFL3","OKC"
"2026/01/22","RIICE","ONE","ZHU","2024/10/31","N","RIICE.RIICE1","6R3 CXO DWH IAH T78"
"2026/01/22","RISTI","ONE","ZOA","2017/06/22","Y","RISTI.RISTI1","SFO SJC"
"2026/01/22","KKISS","TWO","ZOB","2019/10/10","Y","RKCTY.KKISS2","DTW"
"2026/01/22","RKCTY","TWO","ZOB","2019/10/10","Y","RKCTY.RKCTY2","DTW"
